DS43,,DS43_PL1,,DS43_PLE_490,,DS43_PLE_500,,DS43_PLE_510,,DS43_PLE_520,,DS43_PLE_530,
660,0.007141207,550,3.53335619,440,13.06538582,440,64.67930603,440,190.416626,440,91.22387695,440,25.75554657
659.5,0.00630674,550.4400024,3.152522087,440.4500122,13.03568459,440.4500122,66.11103058,440.4500122,190.8078613,440.4500122,90.31993866,440.4500122,26.03009033
659,0.006383019,551.039978,2.791494608,441.0599976,13.27356148,441.0599976,65.64970398,441.0599976,190.7263947,441.0599976,90.32117462,441.0599976,25.82663727
658.5,0.007356913,551.4899902,2.842928171,441.5100098,13.01352215,441.5100098,65.78347778,441.5100098,191.2029724,441.5100098,89.41181183,441.5100098,25.88604546
658,0.006230632,551.9400024,2.69577837,441.9599915,12.81242657,441.9599915,65.14434052,441.9599915,190.5627899,441.9599915,90.45170593,441.9599915,25.61508179
657.5,0.006795984,552.5300293,2.60387516,442.5700073,12.89737415,442.5700073,65.20068359,442.5700073,189.2251129,442.5700073,89.91539001,442.5700073,25.46428871
657,0.006904304,552.9799805,2.493485451,443.0299988,13.0601387,443.0299988,64.46509552,443.0299988,189.4237213,443.0299988,89.5471344,443.0299988,25.67507744
656.5,0.006586575,553.4299927,2.238314629,443.480011,12.708251,443.480011,64.35443878,443.480011,187.9771271,443.480011,89.02767944,443.480011,25.36607552
656,0.006960643,554.0200195,2.252892017,443.9299927,12.67887783,443.9299927,64.82336426,443.9299927,187.5897675,443.9299927,88.6116333,443.9299927,25.42723083
655.5,0.006643899,554.4699707,2.047447681,444.5400085,12.71657276,444.5400085,64.42848969,444.5400085,187.9424133,444.5400085,88.83732605,444.5400085,25.35423088
655,0.00737379,555.0700073,1.839898348,445,12.60460377,445,63.90909195,445,186.592041,445,89.17733002,445,25.38839722
654.5,0.006299623,555.5200195,1.729906678,445.4500122,12.74443817,445.4500122,64.17214203,445.4500122,185.5456543,445.4500122,88.83519745,445.4500122,25.50690651
654,0.008128382,555.9699707,1.614622951,446.0599976,13.02166843,446.0599976,63.88428879,446.0599976,186.3298187,446.0599976,88.73383331,446.0599976,25.42614365
653.5,0.0068374,556.5599976,1.553477526,446.5100098,12.76787281,446.5100098,64.22775269,446.5100098,185.8805237,446.5100098,88.57635498,446.5100098,25.27746582
653,0.008308772,557.0100098,1.607120752,446.9599915,12.82911873,446.9599915,64.70735168,446.9599915,187.0354309,446.9599915,88.66717529,446.9599915,25.36757278
652.5,0.007248112,557.460022,1.363766789,447.5700073,12.63033676,447.5700073,64.07641602,447.5700073,187.0769806,447.5700073,88.6051178,447.5700073,25.48389816
652,0.007270539,558.0499878,1.388557792,448.0299988,12.59701347,448.0299988,64.39454651,448.0299988,187.4238281,448.0299988,88.65409088,448.0299988,25.81609917
651.5,0.007027172,558.5,1.251176238,448.480011,12.66941166,448.480011,64.17222595,448.480011,187.0516815,448.480011,89.65802002,448.480011,25.77589607
651,0.006998261,558.9500122,1.296522975,448.9299927,12.47161102,448.9299927,64.27839661,448.9299927,187.3473358,448.9299927,89.09792328,448.9299927,25.14925194
650.5,0.007430085,559.5499878,1.195334077,449.5400085,12.78807735,449.5400085,62.85207748,449.5400085,186.191452,449.5400085,88.2052002,449.5400085,25.433218
650,0.007124313,560,1.086105108,450,12.52700615,450,64.287117,450,184.8432922,450,87.68226624,450,25.12873268
649.5,0.007011651,560.4400024,1.153150916,450.4500122,12.41549683,450.4500122,64.17230988,450.4500122,184.1034546,450.4500122,87.87711334,450.4500122,25.24023438
649,0.006971376,561.0200195,1.001199365,451.0599976,12.70017338,451.0599976,63.23526764,451.0599976,184.6145782,451.0599976,88.28255463,451.0599976,24.85321426
648.5,0.006790936,561.4699707,1.081392884,451.5100098,12.40183258,451.5100098,63.32897949,451.5100098,184.4317474,451.5100098,87.81726074,451.5100098,24.33568001
648,0.007753386,562.0499878,0.795101345,451.9599915,12.44986343,451.9599915,62.79642868,451.9599915,185.4328766,451.9599915,87.21393585,451.9599915,25.37539673
647.5,0.007867243,562.5,0.81220746,452.5700073,12.37617111,452.5700073,63.0148735,452.5700073,187.4276123,452.5700073,87.99038696,452.5700073,25.49867058
647,0.007935413,562.9400024,0.75283581,453.0299988,12.52605343,453.0299988,64.17373657,453.0299988,185.709198,453.0299988,87.97792816,453.0299988,24.9618721
646.5,0.007094053,563.5200195,0.622862101,453.480011,12.55662918,453.480011,63.81295013,453.480011,185.0050507,453.480011,88.2237854,453.480011,25.23023224
646,0.009166979,563.9699707,0.64923209,453.9299927,12.41238785,453.9299927,63.41623688,453.9299927,184.6958771,453.9299927,87.20530701,453.9299927,25.62448502
645.5,0.00720142,564.5499878,0.660679221,454.5400085,12.46450424,454.5400085,63.44975662,454.5400085,184.1436768,454.5400085,87.45593262,454.5400085,25.11395645
645,0.007770278,565,0.621967912,455,12.26214981,455,63.19716644,455,186.2039185,455,88.10845947,455,25.20615959
644.5,0.007849214,565.4400024,0.601589441,455.4500122,12.31746197,455.4500122,62.75381088,455.4500122,183.7653046,455.4500122,88.17164612,455.4500122,25.49322128
644,0.007190103,566.0200195,0.682177603,456.0599976,12.08927441,456.0599976,63.26429367,456.0599976,184.9793854,456.0599976,87.46141052,456.0599976,25.05030632
643.5,0.007494157,566.4699707,0.504878759,456.5100098,12.39352989,456.5100098,62.72065735,456.5100098,183.9988251,456.5100098,87.61567688,456.5100098,25.01062584
643,0.008131521,567.0499878,0.589659274,456.9599915,12.63536549,456.9599915,62.28862762,456.9599915,184.451004,456.9599915,87.30344391,456.9599915,24.98389244
642.5,0.007533348,567.5,0.404568493,457.5700073,12.18525791,457.5700073,63.40635681,457.5700073,183.3869781,457.5700073,87.00114441,457.5700073,24.83584023
642,0.007946934,567.9400024,0.400822192,458.0299988,12.18869019,458.0299988,62.2880249,458.0299988,182.8420258,458.0299988,85.71753693,458.0299988,24.59074211
641.5,0.007586793,568.5200195,0.325882167,458.480011,12.0206461,458.480011,62.5769043,458.480011,182.6972504,458.480011,86.19780731,458.480011,25.07887268
641,0.007464609,568.9699707,0.337082118,458.9299927,12.20068741,458.9299927,62.7612381,458.9299927,181.9524994,458.9299927,87.20222473,458.9299927,25.08140564
640.5,0.007648333,569.5499878,0.454723954,459.5400085,12.16784,459.5400085,62.5173378,459.5400085,184.7244568,459.5400085,87.89969635,459.5400085,24.9456234
640,0.007063058,570,0.394493699,460,12.283391,460,62.72376251,460,183.4961395,460,88.39859772,460,25.1776619
639.5,0.006954936,570.4299927,0.357489407,460.4400024,12.47574329,460.4400024,63.61206436,460.4400024,185.2447205,460.4400024,87.76271057,460.4400024,25.39495659
639,0.008475907,571.0100098,0.24707371,461.0400085,12.50432873,461.0400085,63.82738876,461.0400085,184.8511047,461.0400085,88.28445435,461.0400085,25.10607719
638.5,0.007988459,571.4400024,0.236362889,461.4899902,12.20742416,461.4899902,63.3174324,461.4899902,185.8711395,461.4899902,87.45896149,461.4899902,25.27239609
638,0.007265853,572.0200195,0.16284655,461.9400024,12.2881937,461.9400024,63.99357986,461.9400024,184.6392517,461.9400024,88.5536499,461.9400024,25.02823639
637.5,0.007918857,572.460022,0.288401127,462.5299988,12.33300781,462.5299988,63.14824677,462.5299988,182.8760376,462.5299988,87.94100952,462.5299988,24.94804192
637,0.006845052,573.039978,0.376506001,462.980011,12.26057625,462.980011,62.69977951,462.980011,184.8137665,462.980011,87.2188797,462.980011,25.36335182
636.5,0.00773971,573.4699707,0.326640606,463.4299927,12.15204334,463.4299927,62.82950974,463.4299927,184.8987885,463.4299927,86.72697449,463.4299927,25.26652908
636,0.007585897,574.0499878,0.264018357,464.019989,12.19436359,464.019989,61.95217133,464.019989,184.3654785,464.019989,87.58958435,464.019989,25.0730629
635.5,0.006587547,574.4899902,0.27437073,464.4700012,12.15167713,464.4700012,62.72546768,464.4700012,183.3743286,464.4700012,87.58908081,464.4700012,24.77553368
635,0.007323451,575.0700073,0.232687533,465.0700073,12.4293375,465.0700073,62.88160324,465.0700073,183.2479706,465.0700073,86.98956299,465.0700073,24.64561844
634.5,0.007151049,575.5,0.21329324,465.519989,12.27806759,465.519989,63.75040817,465.519989,183.6403656,465.519989,87.02953339,465.519989,25.15021706
634,0.007827785,575.9400024,0.177123919,465.9700012,12.18454075,465.9700012,62.6587944,465.9700012,183.2138977,465.9700012,87.83758545,465.9700012,24.91155243
633.5,0.007448703,576.5200195,0.296450764,466.5599976,11.98029423,466.5599976,61.87420654,466.5599976,185.0876007,466.5599976,87.33976746,466.5599976,25.41861916
633,0.0081004,576.9500122,0.172679991,467.0100098,12.23904896,467.0100098,61.63225555,467.0100098,183.5241852,467.0100098,86.82441711,467.0100098,24.41062355
632.5,0.008553782,577.5300293,0.245341077,467.4599915,11.91578293,467.4599915,62.46576691,467.4599915,184.2196198,467.4599915,88.1991806,467.4599915,24.43198204
632,0.008617809,577.9699707,0.060333643,468.0499878,11.71705341,468.0499878,61.68590164,468.0499878,183.7739716,468.0499878,87.33204651,468.0499878,24.74879265
631.5,0.008158715,578.5499878,0.173073784,468.5,12.09948063,468.5,61.73918533,468.5,183.0770111,468.5,87.24736786,468.5,25.0416851
631,0.007277041,578.9799805,0.293412387,468.9500122,11.85872936,468.9500122,62.76132965,468.9500122,181.649292,468.9500122,86.65258789,468.9500122,24.54758835
630.5,0.007837273,579.5599976,0.205867216,469.5499878,11.68561459,469.5499878,61.95264435,469.5499878,182.5435791,469.5499878,86.71822357,469.5499878,24.94818115
630,0.008262151,580,0.250202656,470,12.37532997,470,62.48500061,470,182.5587158,470,86.20072937,470,24.76535225
629.5,0.008536992,,,,,470.4500122,61.70275879,470.4500122,179.7572174,470.4500122,86.30068207,470.4500122,24.74249268
629,0.007912662,,,,,471.0599976,62.82804871,471.0599976,181.372757,471.0599976,86.46537018,471.0599976,25.05513191
628.5,0.007780714,,,,,471.5100098,62.02354813,471.5100098,183.8909454,471.5100098,87.19483948,471.5100098,24.20967102
628,0.007840727,,,,,471.9599915,61.57052994,471.9599915,181.8932495,471.9599915,85.33361053,471.9599915,24.73012543
627.5,0.007513963,,,,,472.5700073,61.67436218,472.5700073,182.0822296,472.5700073,86.10551453,472.5700073,24.7648468
627,0.007959905,,,,,473.0299988,60.76755524,473.0299988,181.5702667,473.0299988,86.47822571,473.0299988,24.33613205
626.5,0.006825987,,,,,473.480011,61.1815567,473.480011,180.3323059,473.480011,86.35725403,473.480011,24.44467545
626,0.007864607,,,,,473.9299927,61.90441513,473.9299927,180.2973328,473.9299927,86.05954742,473.9299927,24.31360626
625.5,0.007530029,,,,,474.5400085,60.63097382,474.5400085,179.7060852,474.5400085,85.76209259,474.5400085,24.62123489
625,0.007883507,,,,,475,61.18452072,475,179.8707733,475,85.92140198,475,24.94180298
624.5,0.007876838,,,,,475.4500122,60.16366959,475.4500122,178.9466248,475.4500122,85.52893066,475.4500122,24.41722298
624,0.008770033,,,,,476.0599976,60.72822571,476.0599976,179.916748,476.0599976,85.33627319,476.0599976,24.74938774
623.5,0.007026014,,,,,476.5100098,60.77864075,476.5100098,178.2129211,476.5100098,85.47076416,476.5100098,24.50585556
623,0.008059602,,,,,476.9599915,60.56302643,476.9599915,177.9210815,476.9599915,84.50735474,476.9599915,24.59007072
622.5,0.007343776,,,,,477.5700073,59.96593094,477.5700073,178.2597046,477.5700073,85.26726532,477.5700073,24.64492226
622,0.007904543,,,,,478.0299988,59.59946442,478.0299988,179.621048,478.0299988,85.80454254,478.0299988,24.5504303
621.5,0.007842124,,,,,478.480011,60.06675339,478.480011,177.7022552,478.480011,84.63057709,478.480011,24.1632309
621,0.009126266,,,,,478.9299927,60.36203766,478.9299927,178.3407288,478.9299927,85.2894516,478.9299927,24.17281342
620.5,0.007411363,,,,,479.5400085,59.84942245,479.5400085,177.2593079,479.5400085,84.48335266,479.5400085,24.00072861
620,0.007707694,,,,,480,60.40961075,480,176.5044403,480,83.74866486,480,24.05418396
619.5,0.007224503,,,,,480.4500122,60.77510834,480.4500122,175.6223145,480.4500122,83.00479126,480.4500122,23.78209686
619,0.007609553,,,,,481.0599976,60.02036667,481.0599976,175.6016998,481.0599976,83.17649841,481.0599976,24.06891251
618.5,0.007922152,,,,,481.5100098,59.47554779,481.5100098,175.5346069,481.5100098,82.60022736,481.5100098,23.94523621
618,0.007485809,,,,,481.9599915,58.65733719,481.9599915,172.7490845,481.9599915,82.88987732,481.9599915,23.61063576
617.5,0.007846604,,,,,482.5700073,59.91750336,482.5700073,173.1073303,482.5700073,82.39641571,482.5700073,23.92863083
617,0.008005097,,,,,483.0299988,59.30493927,483.0299988,173.1684723,483.0299988,81.72886658,483.0299988,23.21252632
616.5,0.007527632,,,,,483.480011,60.02793121,483.480011,175.7515106,483.480011,83.50977325,483.480011,23.81290817
616,0.007539748,,,,,483.9299927,60.2549324,483.9299927,175.9138184,483.9299927,83.86522675,483.9299927,24.00653076
615.5,0.00814922,,,,,484.5400085,60.96982956,484.5400085,178.4115906,484.5400085,84.48953247,484.5400085,24.25158501
615,0.007770278,,,,,485,61.45492935,485,179.7114716,485,85.61253357,485,24.44924927
614.5,0.008449089,,,,,485.4500122,60.99471664,485.4500122,178.362793,485.4500122,85.11325836,485.4500122,24.26741791
614,0.008217196,,,,,486.0599976,59.59210968,486.0599976,176.4228516,486.0599976,84.20513153,486.0599976,23.89456558
613.5,0.007896318,,,,,486.5100098,59.83708572,486.5100098,177.1799774,486.5100098,83.69210052,486.5100098,23.98687363
613,0.00831748,,,,,486.9599915,60.23769379,486.9599915,177.039505,486.9599915,83.81907654,486.9599915,23.88321495
612.5,0.008824,,,,,487.5700073,60.20349121,487.5700073,178.3456726,487.5700073,84.21495819,487.5700073,23.76122665
612,0.007830447,,,,,488.0299988,61.09188461,488.0299988,178.9429779,488.0299988,84.78244781,488.0299988,23.97836876
611.5,0.007901959,,,,,488.480011,61.52749252,488.480011,179.6467743,488.480011,85.97324371,488.480011,24.32564926
611,0.007828971,,,,,488.9299927,60.87114716,488.9299927,179.2292175,488.9299927,85.02993011,488.9299927,24.29228783
610.5,0.008059496,,,,,489.5400085,60.69543457,489.5400085,178.2700653,489.5400085,84.84848785,489.5400085,24.41349411
610,0.006878477,,,,,490,59.99375153,490,177.3552856,490,83.94113159,490,23.76671791
609.5,0.007131128,,,,,,,490.4400024,176.2084351,490.4400024,82.91919708,490.4400024,23.95268822
609,0.007903726,,,,,,,491.0400085,174.1141205,491.0400085,83.57050323,491.0400085,23.63041115
608.5,0.00799919,,,,,,,491.4899902,174.3182983,491.4899902,83.91618347,491.4899902,24.00209999
608,0.007534059,,,,,,,491.9400024,177.1805267,491.9400024,84.04441833,491.9400024,24.01273918
607.5,0.007310841,,,,,,,492.5299988,177.2841797,492.5299988,85.04151154,492.5299988,24.10560417
607,0.007605812,,,,,,,492.980011,176.5127258,492.980011,85.15713501,492.980011,24.36661911
606.5,0.008588501,,,,,,,493.4299927,174.690567,493.4299927,84.75589752,493.4299927,24.11609459
606,0.008958564,,,,,,,494.019989,174.1807404,494.019989,83.20759583,494.019989,24.11361504
605.5,0.007994866,,,,,,,494.4700012,170.6251984,494.4700012,81.11065674,494.4700012,23.38076782
605,0.008175122,,,,,,,495.0700073,169.0492096,495.0700073,80.71878815,495.0700073,23.23953438
604.5,0.008855042,,,,,,,495.519989,166.1449585,495.519989,80.02536011,495.519989,22.82219124
604,0.007888173,,,,,,,495.9700012,164.7039642,495.9700012,80.44178009,495.9700012,22.65244865
603.5,0.007899692,,,,,,,496.5599976,164.1358795,496.5599976,79.81628418,496.5599976,22.77556229
603,0.008083046,,,,,,,497.0100098,163.8333282,497.0100098,79.31308746,497.0100098,22.71771622
602.5,0.008387674,,,,,,,497.4599915,164.5413055,497.4599915,78.32249451,497.4599915,22.68826103
602,0.007649544,,,,,,,498.0499878,163.1037292,498.0499878,78.25566864,498.0499878,21.88718414
601.5,0.007844759,,,,,,,498.5,161.7241669,498.5,77.55708313,498.5,22.29189301
601,0.007879659,,,,,,,498.9500122,161.6274109,498.9500122,76.66753387,498.9500122,22.00532913
600.5,0.008604924,,,,,,,499.5499878,161.059494,499.5499878,77.79261017,499.5499878,22.45013428
600,0.007765456,,,,,,,500,161.4973297,500,78.0372467,500,21.49215317
599.5,0.007735651,,,,,,,,,500.4400024,77.22007751,500.4400024,22.3852787
599,0.008166048,,,,,,,,,501.0400085,77.33805084,501.0400085,21.94109154
598.5,0.008186015,,,,,,,,,501.4899902,76.60061646,501.4899902,21.7059021
598,0.008191344,,,,,,,,,501.9400024,76.39311218,501.9400024,22.30003166
597.5,0.007737022,,,,,,,,,502.5299988,76.43170929,502.5299988,21.74968338
597,0.008561729,,,,,,,,,502.980011,75.22953033,502.980011,21.04144096
596.5,0.007632973,,,,,,,,,503.4299927,75.579216,503.4299927,21.83748817
596,0.008478863,,,,,,,,,504.019989,74.75538635,504.019989,21.38907051
595.5,0.008424596,,,,,,,,,504.4700012,74.83652496,504.4700012,21.56723976
595,0.00834297,,,,,,,,,505.0700073,73.96908569,505.0700073,21.39053917
594.5,0.008440405,,,,,,,,,505.519989,72.80448151,505.519989,21.03709221
594,0.008427948,,,,,,,,,505.9700012,70.67471313,505.9700012,20.49775887
593.5,0.008366377,,,,,,,,,506.5599976,70.09278107,506.5599976,19.92180252
593,0.008306318,,,,,,,,,507.0100098,68.3418045,507.0100098,19.70536423
592.5,0.007767142,,,,,,,,,507.4599915,65.80978394,507.4599915,18.40661812
592,0.008351256,,,,,,,,,508.0499878,62.94382477,508.0499878,17.91285324
591.5,0.008934756,,,,,,,,,508.5,61.1194458,508.5,17.20290184
591,0.008634418,,,,,,,,,508.9500122,57.77318573,508.9500122,17.31551933
590.5,0.008578389,,,,,,,,,509.5499878,53.15355682,509.5499878,15.43794632
590,0.008612608,,,,,,,,,510,51.96727371,510,14.83666992
589.5,0.008439799,,,,,,,,,,,510.4400024,13.52436256
589,0.008090826,,,,,,,,,,,511.0400085,12.69133854
588.5,0.009685503,,,,,,,,,,,511.4899902,11.99146461
588,0.008071917,,,,,,,,,,,511.9400024,11.45319366
587.5,0.008565505,,,,,,,,,,,512.5300293,9.773908615
587,0.008418024,,,,,,,,,,,512.9799805,8.924095154
586.5,0.008678809,,,,,,,,,,,513.4299927,8.296994209
586,0.00826281,,,,,,,,,,,514.0200195,7.271695614
585.5,0.008409737,,,,,,,,,,,514.4699707,6.51786232
585,0.008579234,,,,,,,,,,,515.0700073,6.147508621
584.5,0.008059892,,,,,,,,,,,515.5200195,4.961766243
584,0.009600941,,,,,,,,,,,515.9699707,4.900440693
583.5,0.008670649,,,,,,,,,,,516.5599976,3.930735826
583,0.008207172,,,,,,,,,,,517.0100098,3.304471493
582.5,0.008291094,,,,,,,,,,,517.460022,3.112798691
582,0.00856033,,,,,,,,,,,518.0499878,2.425502539
581.5,0.009106969,,,,,,,,,,,518.5,2.384979486
581,0.008819853,,,,,,,,,,,518.9500122,2.234245539
580.5,0.009091267,,,,,,,,,,,519.5499878,2.149973154
580,0.007930061,,,,,,,,,,,520,1.685928345
579.5,0.008625678,,,,,,,,,,,,
579,0.008415754,,,,,,,,,,,,
578.5,0.008257929,,,,,,,,,,,,
578,0.008482295,,,,,,,,,,,,
577.5,0.008208121,,,,,,,,,,,,
577,0.0094634,,,,,,,,,,,,
576.5,0.007922706,,,,,,,,,,,,
576,0.008997332,,,,,,,,,,,,
575.5,0.008794598,,,,,,,,,,,,
575,0.009207563,,,,,,,,,,,,
574.5,0.008403614,,,,,,,,,,,,
574,0.009183028,,,,,,,,,,,,
573.5,0.009022783,,,,,,,,,,,,
573,0.009294773,,,,,,,,,,,,
572.5,0.009157541,,,,,,,,,,,,
572,0.009354916,,,,,,,,,,,,
571.5,0.009057671,,,,,,,,,,,,
571,0.008708149,,,,,,,,,,,,
570.5,0.008870021,,,,,,,,,,,,
570,0.00860355,,,,,,,,,,,,
569.5,0.00920217,,,,,,,,,,,,
569,0.009088439,,,,,,,,,,,,
568.5,0.008826694,,,,,,,,,,,,
568,0.009365866,,,,,,,,,,,,
567.5,0.009101841,,,,,,,,,,,,
567,0.008657102,,,,,,,,,,,,
566.5,0.009568497,,,,,,,,,,,,
566,0.009241489,,,,,,,,,,,,
565.5,0.009342221,,,,,,,,,,,,
565,0.009029469,,,,,,,,,,,,
564.5,0.008845319,,,,,,,,,,,,
564,0.008958353,,,,,,,,,,,,
563.5,0.008237483,,,,,,,,,,,,
563,0.008014669,,,,,,,,,,,,
562.5,0.008920276,,,,,,,,,,,,
562,0.009512055,,,,,,,,,,,,
561.5,0.008840802,,,,,,,,,,,,
561,0.009596071,,,,,,,,,,,,
560.5,0.008446291,,,,,,,,,,,,
560,0.009821182,,,,,,,,,,,,
559.5,0.009310112,,,,,,,,,,,,
559,0.009340898,,,,,,,,,,,,
558.5,0.009134277,,,,,,,,,,,,
558,0.008821702,,,,,,,,,,,,
557.5,0.008828993,,,,,,,,,,,,
557,0.009610998,,,,,,,,,,,,
556.5,0.009384567,,,,,,,,,,,,
556,0.009094466,,,,,,,,,,,,
555.5,0.008405963,,,,,,,,,,,,
555,0.00886516,,,,,,,,,,,,
554.5,0.009499593,,,,,,,,,,,,
554,0.008980974,,,,,,,,,,,,
553.5,0.009034042,,,,,,,,,,,,
553,0.008649629,,,,,,,,,,,,
552.5,0.008893509,,,,,,,,,,,,
552,0.009783849,,,,,,,,,,,,
551.5,0.00872323,,,,,,,,,,,,
551,0.009787477,,,,,,,,,,,,
550.5,0.008889916,,,,,,,,,,,,
550,0.009165816,,,,,,,,,,,,
549.5,0.008799618,,,,,,,,,,,,
549,0.009143662,,,,,,,,,,,,
548.5,0.009204259,,,,,,,,,,,,
548,0.008841595,,,,,,,,,,,,
547.5,0.00943369,,,,,,,,,,,,
547,0.009466204,,,,,,,,,,,,
546.5,0.009467818,,,,,,,,,,,,
546,0.008850286,,,,,,,,,,,,
545.5,0.008707437,,,,,,,,,,,,
545,0.009168222,,,,,,,,,,,,
544.5,0.008800621,,,,,,,,,,,,
544,0.009623277,,,,,,,,,,,,
543.5,0.009156086,,,,,,,,,,,,
543,0.009128593,,,,,,,,,,,,
542.5,0.009279621,,,,,,,,,,,,
542,0.008950399,,,,,,,,,,,,
541.5,0.009214808,,,,,,,,,,,,
541,0.009144851,,,,,,,,,,,,
540.5,0.009019955,,,,,,,,,,,,
540,0.009196829,,,,,,,,,,,,
539.5,0.010256195,,,,,,,,,,,,
539,0.008971143,,,,,,,,,,,,
538.5,0.008505973,,,,,,,,,,,,
538,0.009269704,,,,,,,,,,,,
537.5,0.00985428,,,,,,,,,,,,
537,0.009866197,,,,,,,,,,,,
536.5,0.009752106,,,,,,,,,,,,
536,0.009598056,,,,,,,,,,,,
535.5,0.009448902,,,,,,,,,,,,
535,0.009060975,,,,,,,,,,,,
534.5,0.009152782,,,,,,,,,,,,
534,0.009216633,,,,,,,,,,,,
533.5,0.009139088,,,,,,,,,,,,
533,0.009683253,,,,,,,,,,,,
532.5,0.009036791,,,,,,,,,,,,
532,0.009849091,,,,,,,,,,,,
531.5,0.00877838,,,,,,,,,,,,
531,0.009464458,,,,,,,,,,,,
530.5,0.009601073,,,,,,,,,,,,
530,0.009466575,,,,,,,,,,,,
529.5,0.010034012,,,,,,,,,,,,
529,0.010832601,,,,,,,,,,,,
528.5,0.009800292,,,,,,,,,,,,
528,0.009760048,,,,,,,,,,,,
527.5,0.009461653,,,,,,,,,,,,
527,0.009920989,,,,,,,,,,,,
526.5,0.009985801,,,,,,,,,,,,
526,0.009899882,,,,,,,,,,,,
525.5,0.010698596,,,,,,,,,,,,
525,0.009886535,,,,,,,,,,,,
524.5,0.009413453,,,,,,,,,,,,
524,0.009650565,,,,,,,,,,,,
523.5,0.010275332,,,,,,,,,,,,
523,0.010114975,,,,,,,,,,,,
522.5,0.009097849,,,,,,,,,,,,
522,0.010178491,,,,,,,,,,,,
521.5,0.010586382,,,,,,,,,,,,
521,0.010776102,,,,,,,,,,,,
520.5,0.011237654,,,,,,,,,,,,
520,0.01050419,,,,,,,,,,,,
519.5,0.010857337,,,,,,,,,,,,
519,0.01142423,,,,,,,,,,,,
518.5,0.012117352,,,,,,,,,,,,
518,0.011511409,,,,,,,,,,,,
517.5,0.011217519,,,,,,,,,,,,
517,0.012688985,,,,,,,,,,,,
516.5,0.012367797,,,,,,,,,,,,
516,0.012751732,,,,,,,,,,,,
515.5,0.014002238,,,,,,,,,,,,
515,0.01353726,,,,,,,,,,,,
514.5,0.015034521,,,,,,,,,,,,
514,0.014716896,,,,,,,,,,,,
513.5,0.016610648,,,,,,,,,,,,
513,0.016624849,,,,,,,,,,,,
512.5,0.017214356,,,,,,,,,,,,
512,0.01790284,,,,,,,,,,,,
511.5,0.019405862,,,,,,,,,,,,
511,0.02034191,,,,,,,,,,,,
510.5,0.0215584,,,,,,,,,,,,
510,0.021499861,,,,,,,,,,,,
509.5,0.023331814,,,,,,,,,,,,
509,0.024150413,,,,,,,,,,,,
508.5,0.024512591,,,,,,,,,,,,
508,0.026645072,,,,,,,,,,,,
507.5,0.026481308,,,,,,,,,,,,
507,0.028037146,,,,,,,,,,,,
506.5,0.027864078,,,,,,,,,,,,
506,0.029136537,,,,,,,,,,,,
505.5,0.028987547,,,,,,,,,,,,
505,0.030021718,,,,,,,,,,,,
504.5,0.029420316,,,,,,,,,,,,
504,0.030712323,,,,,,,,,,,,
503.5,0.030391105,,,,,,,,,,,,
503,0.030579569,,,,,,,,,,,,
502.5,0.030518137,,,,,,,,,,,,
502,0.030388052,,,,,,,,,,,,
501.5,0.031771,,,,,,,,,,,,
501,0.031266276,,,,,,,,,,,,
500.5,0.032133322,,,,,,,,,,,,
500,0.03130731,,,,,,,,,,,,
499.5,0.031514153,,,,,,,,,,,,
499,0.03159577,,,,,,,,,,,,
498.5,0.032127608,,,,,,,,,,,,
498,0.032093156,,,,,,,,,,,,
497.5,0.031554151,,,,,,,,,,,,
497,0.032422245,,,,,,,,,,,,
496.5,0.0316764,,,,,,,,,,,,
496,0.032885984,,,,,,,,,,,,
495.5,0.032305699,,,,,,,,,,,,
495,0.033321369,,,,,,,,,,,,
494.5,0.032496169,,,,,,,,,,,,
494,0.03393615,,,,,,,,,,,,
493.5,0.034254681,,,,,,,,,,,,
493,0.032744579,,,,,,,,,,,,
492.5,0.034064896,,,,,,,,,,,,
492,0.034281403,,,,,,,,,,,,
491.5,0.033912137,,,,,,,,,,,,
491,0.034444351,,,,,,,,,,,,
490.5,0.034531735,,,,,,,,,,,,
490,0.034051035,,,,,,,,,,,,
489.5,0.03424241,,,,,,,,,,,,
489,0.034651402,,,,,,,,,,,,
488.5,0.034429275,,,,,,,,,,,,
488,0.035349332,,,,,,,,,,,,
487.5,0.035232671,,,,,,,,,,,,
487,0.034238294,,,,,,,,,,,,
486.5,0.034119718,,,,,,,,,,,,
486,0.035124097,,,,,,,,,,,,
485.5,0.034705881,,,,,,,,,,,,
485,0.034445725,,,,,,,,,,,,
484.5,0.034873504,,,,,,,,,,,,
484,0.034485884,,,,,,,,,,,,
483.5,0.03503561,,,,,,,,,,,,
483,0.035409737,,,,,,,,,,,,
482.5,0.035376683,,,,,,,,,,,,
482,0.035152107,,,,,,,,,,,,
481.5,0.034885511,,,,,,,,,,,,
481,0.035270292,,,,,,,,,,,,
480.5,0.035262823,,,,,,,,,,,,
480,0.035297554,,,,,,,,,,,,
479.5,0.034679022,,,,,,,,,,,,
479,0.035248533,,,,,,,,,,,,
478.5,0.035197999,,,,,,,,,,,,
478,0.03594593,,,,,,,,,,,,
477.5,0.03557609,,,,,,,,,,,,
477,0.036221899,,,,,,,,,,,,
476.5,0.035122581,,,,,,,,,,,,
476,0.037007451,,,,,,,,,,,,
475.5,0.035203729,,,,,,,,,,,,
475,0.035685256,,,,,,,,,,,,
474.5,0.036082361,,,,,,,,,,,,
