Labels,Decay4,
52.246094,1.000E+2,
52.294922,1.050E+2,
52.343750,9.300E+1,
52.392578,8.900E+1,
52.441406,9.100E+1,
52.490234,9.000E+1,
52.539063,8.100E+1,
52.587891,9.200E+1,
52.636719,8.400E+1,
52.685547,9.200E+1,
52.734375,8.000E+1,
52.78320,9.600E+1,
52.832031,7.200E+1,
52.880859,8.400E+1,
52.929688,7.100E+1,
52.978516,7.200E+1,
53.027344,6.900E+1,
53.076172,7.100E+1,
53.1250,8.600E+1,
53.173828,6.500E+1,
53.222656,8.000E+1,
53.271484,9.200E+1,
53.320313,7.800E+1,
53.369141,7.600E+1,
53.417969,8.100E+1,
53.46680,8.100E+1,
53.515625,8.800E+1,
53.564453,6.300E+1,
53.613281,7.100E+1,
53.662109,7.400E+1,
53.710938,8.800E+1,
53.759766,7.200E+1,
53.808594,7.700E+1,
53.857422,8.400E+1,
53.906250,7.300E+1,
53.955078,7.800E+1,
54.003906,8.800E+1,
54.052734,6.500E+1,
54.101563,7.500E+1,
54.150391,9.100E+1,
54.199219,7.800E+1,
54.248047,7.300E+1,
54.296875,6.300E+1,
54.34570,7.800E+1,
54.394531,7.600E+1,
54.443359,6.100E+1,
54.492188,7.200E+1,
54.541016,6.500E+1,
54.589844,8.000E+1,
54.638672,5.900E+1,
54.68750,7.800E+1,
54.736328,6.100E+1,
54.785156,7.900E+1,
54.833984,8.300E+1,
54.882813,7.100E+1,
54.931641,7.000E+1,
54.980469,6.200E+1,
55.02930,8.200E+1,
55.078125,6.700E+1,
55.126953,7.800E+1,
55.175781,6.700E+1,
55.224609,7.200E+1,
55.273438,7.500E+1,
55.322266,8.400E+1,
55.371094,6.700E+1,
55.419922,7.200E+1,
55.468750,7.700E+1,
55.517578,6.600E+1,
55.566406,7.500E+1,
55.615234,6.700E+1,
55.664063,7.500E+1,
55.712891,6.100E+1,
55.761719,6.800E+1,
55.810547,7.500E+1,
55.859375,6.500E+1,
55.90820,5.900E+1,
55.957031,8.100E+1,
56.005859,5.200E+1,
56.054688,6.400E+1,
56.103516,5.800E+1,
56.152344,6.000E+1,
56.201172,8.200E+1,
56.250,5.400E+1,
56.298828,7.900E+1,
56.347656,6.700E+1,
56.396484,6.300E+1,
56.445313,5.300E+1,
56.494141,6.600E+1,
56.542969,6.500E+1,
56.59180,4.000E+1,
56.640625,6.100E+1,
56.689453,7.200E+1,
56.738281,5.300E+1,
56.787109,7.300E+1,
56.835938,4.400E+1,
56.884766,7.500E+1,
56.933594,4.300E+1,
56.982422,6.000E+1,
57.031250,6.600E+1,
57.080078,5.900E+1,
57.128906,6.200E+1,
57.177734,5.800E+1,
57.226563,4.800E+1,
57.275391,6.900E+1,
57.324219,6.700E+1,
57.373047,5.200E+1,
57.421875,8.300E+1,
57.47070,5.400E+1,
57.519531,6.400E+1,
57.568359,6.400E+1,
57.617188,7.000E+1,
57.666016,6.100E+1,
57.714844,5.500E+1,
57.763672,6.200E+1,
57.81250,6.400E+1,
57.861328,5.800E+1,
57.910156,4.500E+1,
57.958984,5.700E+1,
58.007813,4.700E+1,
58.056641,6.200E+1,
58.105469,4.500E+1,
58.15430,5.900E+1,
58.203125,6.100E+1,
58.251953,6.300E+1,
58.300781,6.200E+1,
58.349609,6.100E+1,
58.398438,4.700E+1,
58.447266,6.200E+1,
58.496094,5.600E+1,
58.544922,6.200E+1,
58.593750,5.500E+1,
58.642578,5.500E+1,
58.691406,5.300E+1,
58.740234,5.900E+1,
58.789063,4.200E+1,
58.837891,4.100E+1,
58.886719,5.900E+1,
58.935547,6.100E+1,
58.984375,4.900E+1,
59.03320,5.500E+1,
59.082031,6.200E+1,
59.130859,6.100E+1,
59.179688,4.800E+1,
59.228516,5.400E+1,
59.277344,4.600E+1,
59.326172,4.600E+1,
59.3750,5.500E+1,
59.423828,4.900E+1,
59.472656,5.700E+1,
59.521484,5.700E+1,
59.570313,5.600E+1,
59.619141,5.300E+1,
59.667969,6.000E+1,
59.71680,5.000E+1,
59.765625,5.900E+1,
59.814453,5.600E+1,
59.863281,6.100E+1,
59.912109,4.600E+1,
59.960938,4.300E+1,
60.009766,5.100E+1,
60.058594,4.100E+1,
60.107422,6.100E+1,
60.156250,4.000E+1,
60.205078,4.400E+1,
60.253906,4.300E+1,
60.302734,4.400E+1,
60.351563,6.500E+1,
60.400391,4.700E+1,
60.449219,4.800E+1,
60.498047,4.800E+1,
60.546875,5.300E+1,
60.59570,4.700E+1,
60.644531,4.200E+1,
60.693359,4.900E+1,
60.742188,5.100E+1,
60.791016,5.900E+1,
60.839844,4.300E+1,
60.888672,4.200E+1,
60.93750,3.500E+1,
60.986328,4.800E+1,
61.035156,5.000E+1,
61.083984,4.100E+1,
61.132813,3.800E+1,
61.181641,5.600E+1,
61.230469,5.500E+1,
61.27930,5.000E+1,
61.328125,3.700E+1,
61.376953,4.400E+1,
61.425781,3.900E+1,
61.474609,4.500E+1,
61.523438,5.900E+1,
61.572266,4.400E+1,
61.621094,4.400E+1,
61.669922,3.600E+1,
61.718750,3.300E+1,
61.767578,4.100E+1,
61.816406,4.800E+1,
61.865234,5.800E+1,
61.914063,3.800E+1,
61.962891,4.400E+1,
62.011719,4.600E+1,
62.060547,4.700E+1,
62.109375,4.400E+1,
62.15820,4.400E+1,
62.207031,3.600E+1,
62.255859,3.500E+1,
62.304688,4.400E+1,
62.353516,4.400E+1,
62.402344,4.700E+1,
62.451172,4.900E+1,
62.50,3.900E+1,
62.548828,4.400E+1,
62.597656,4.000E+1,
62.646484,4.700E+1,
62.695313,4.900E+1,
62.744141,3.500E+1,
62.792969,3.300E+1,
62.84180,3.600E+1,
62.890625,6.000E+1,
62.939453,3.800E+1,
62.988281,5.700E+1,
63.037109,4.500E+1,
63.085938,3.300E+1,
63.134766,4.100E+1,
63.183594,3.200E+1,
63.232422,4.500E+1,
63.281250,4.000E+1,
63.330078,4.900E+1,
63.378906,4.900E+1,
63.427734,3.300E+1,
63.476563,3.900E+1,
63.525391,5.600E+1,
63.574219,3.600E+1,
63.623047,3.400E+1,
63.671875,5.100E+1,
63.72070,3.700E+1,
63.769531,4.900E+1,
63.818359,4.400E+1,
63.867188,4.100E+1,
63.916016,2.900E+1,
63.964844,3.700E+1,
64.013672,3.300E+1,
64.06250,4.200E+1,
64.111328,2.900E+1,
64.160156,4.000E+1,
64.208984,4.500E+1,
64.257813,4.300E+1,
64.306641,5.100E+1,
64.355469,4.300E+1,
64.40430,3.300E+1,
64.453125,4.000E+1,
64.501953,3.500E+1,
64.550781,4.500E+1,
64.599609,3.600E+1,
64.648438,4.300E+1,
64.697266,4.000E+1,
64.746094,4.300E+1,
64.794922,3.000E+1,
64.843750,3.200E+1,
64.892578,4.200E+1,
64.941406,4.000E+1,
64.990234,4.000E+1,
65.039063,3.700E+1,
65.087891,3.200E+1,
65.136719,3.900E+1,
65.185547,2.800E+1,
65.234375,3.300E+1,
65.28320,3.600E+1,
65.332031,4.400E+1,
65.380859,3.800E+1,
65.429688,4.400E+1,
65.478516,3.200E+1,
65.527344,3.300E+1,
65.576172,2.800E+1,
65.6250,2.800E+1,
65.673828,4.800E+1,
65.722656,4.500E+1,
65.771484,4.300E+1,
65.820313,4.400E+1,
65.869141,4.400E+1,
65.917969,2.700E+1,
65.96680,3.300E+1,
66.015625,3.900E+1,
66.064453,2.600E+1,
66.113281,3.100E+1,
66.162109,3.400E+1,
66.210938,2.800E+1,
66.259766,3.500E+1,
66.308594,3.000E+1,
66.357422,4.500E+1,
66.406250,4.600E+1,
66.455078,3.500E+1,
66.503906,3.600E+1,
66.552734,3.600E+1,
66.601563,3.800E+1,
66.650391,3.500E+1,
66.699219,3.200E+1,
66.748047,3.900E+1,
66.796875,3.200E+1,
66.84570,4.600E+1,
66.894531,3.400E+1,
66.943359,2.900E+1,
66.992188,2.900E+1,
67.041016,4.200E+1,
67.089844,2.300E+1,
67.138672,2.500E+1,
67.18750,2.900E+1,
67.236328,4.100E+1,
67.285156,3.900E+1,
67.333984,3.300E+1,
67.382813,3.500E+1,
67.431641,3.000E+1,
67.480469,2.800E+1,
67.52930,3.600E+1,
67.578125,3.100E+1,
67.626953,3.500E+1,
67.675781,3.500E+1,
67.724609,3.500E+1,
67.773438,2.100E+1,
67.822266,3.600E+1,
67.871094,2.600E+1,
67.919922,3.200E+1,
67.968750,3.400E+1,
68.017578,3.900E+1,
68.066406,2.400E+1,
68.115234,2.700E+1,
68.164063,3.800E+1,
68.212891,2.400E+1,
68.261719,2.500E+1,
68.310547,3.100E+1,
68.359375,2.400E+1,
68.40820,2.300E+1,
68.457031,3.200E+1,
68.505859,3.000E+1,
68.554688,3.800E+1,
68.603516,4.300E+1,
68.652344,2.700E+1,
68.701172,3.600E+1,
68.750,2.900E+1,
68.798828,3.700E+1,
68.847656,3.400E+1,
68.896484,2.600E+1,
68.945313,3.200E+1,
68.994141,2.900E+1,
69.042969,2.800E+1,
69.09180,3.200E+1,
69.140625,2.900E+1,
69.189453,2.900E+1,
69.238281,2.700E+1,
69.287109,2.800E+1,
69.335938,3.600E+1,
69.384766,2.900E+1,
69.433594,2.600E+1,
69.482422,3.300E+1,
69.531250,2.300E+1,
69.580078,3.300E+1,
69.628906,2.400E+1,
69.677734,2.700E+1,
69.726563,4.000E+1,
69.775391,3.200E+1,
69.824219,2.400E+1,
69.873047,3.400E+1,
69.921875,2.400E+1,
69.97070,3.300E+1,
70.019531,2.400E+1,
70.068359,2.800E+1,
70.117188,3.700E+1,
70.166016,3.000E+1,
70.214844,3.700E+1,
70.263672,3.800E+1,
70.31250,3.300E+1,
70.361328,2.100E+1,
70.410156,2.900E+1,
70.458984,3.200E+1,
70.507813,1.800E+1,
70.556641,3.000E+1,
70.605469,2.700E+1,
70.65430,3.500E+1,
70.703125,3.000E+1,
70.751953,2.500E+1,
70.800781,1.700E+1,
70.849609,2.400E+1,
70.898438,3.400E+1,
70.947266,2.300E+1,
70.996094,3.400E+1,
71.044922,3.500E+1,
71.093750,2.700E+1,
71.142578,3.200E+1,
71.191406,3.500E+1,
71.240234,2.400E+1,
71.289063,2.500E+1,
71.337891,2.300E+1,
71.386719,3.400E+1,
71.435547,3.200E+1,
71.484375,3.000E+1,
71.53320,3.100E+1,
71.582031,2.200E+1,
71.630859,3.000E+1,
71.679688,2.600E+1,
71.728516,1.600E+1,
71.777344,3.100E+1,
71.826172,2.300E+1,
71.8750,3.800E+1,
71.923828,2.600E+1,
71.972656,2.000E+1,
72.021484,2.500E+1,
72.070313,2.600E+1,
72.119141,2.900E+1,
72.167969,3.000E+1,
72.21680,3.100E+1,
72.265625,2.800E+1,
72.314453,3.300E+1,
72.363281,2.600E+1,
72.412109,2.400E+1,
72.460938,3.500E+1,
72.509766,2.700E+1,
72.558594,2.800E+1,
72.607422,2.500E+1,
72.656250,2.500E+1,
72.705078,2.100E+1,
72.753906,2.600E+1,
72.802734,3.600E+1,
72.851563,2.700E+1,
72.900391,2.400E+1,
72.949219,2.500E+1,
72.998047,2.900E+1,
73.046875,2.600E+1,
73.09570,1.800E+1,
73.144531,3.100E+1,
73.193359,2.200E+1,
73.242188,2.700E+1,
73.291016,2.800E+1,
73.339844,2.200E+1,
73.388672,2.700E+1,
73.43750,2.400E+1,
73.486328,2.200E+1,
73.535156,2.300E+1,
73.583984,1.800E+1,
73.632813,2.800E+1,
73.681641,3.100E+1,
73.730469,2.800E+1,
73.77930,3.600E+1,
73.828125,2.800E+1,
73.876953,2.000E+1,
73.925781,2.300E+1,
73.974609,2.600E+1,
74.023438,2.600E+1,
74.072266,3.000E+1,
74.121094,2.600E+1,
74.169922,1.600E+1,
74.218750,2.600E+1,
74.267578,2.900E+1,
74.316406,2.700E+1,
74.365234,1.400E+1,
74.414063,2.600E+1,
74.462891,2.400E+1,
74.511719,3.000E+1,
74.560547,2.300E+1,
74.609375,2.900E+1,
74.65820,2.100E+1,
74.707031,1.800E+1,
74.755859,2.800E+1,
74.804688,2.600E+1,
74.853516,2.600E+1,
74.902344,2.500E+1,
74.951172,2.400E+1,
75.00,2.200E+1,
75.048828,2.400E+1,
75.097656,2.500E+1,
75.146484,3.200E+1,
75.195313,2.700E+1,
75.244141,1.900E+1,
75.292969,2.900E+1,
75.34180,2.200E+1,
75.390625,2.500E+1,
75.439453,2.000E+1,
75.488281,2.800E+1,
75.537109,1.700E+1,
75.585938,1.900E+1,
75.634766,2.200E+1,
75.683594,3.000E+1,
75.732422,1.700E+1,
75.781250,2.200E+1,
75.830078,1.100E+1,
75.878906,2.400E+1,
75.927734,2.600E+1,
75.976563,2.200E+1,
76.025391,2.200E+1,
76.074219,2.800E+1,
76.123047,1.600E+1,
76.171875,2.000E+1,
76.22070,1.400E+1,
76.269531,3.400E+1,
76.318359,2.100E+1,
76.367188,3.100E+1,
76.416016,2.100E+1,
76.464844,2.000E+1,
76.513672,1.300E+1,
76.56250,2.400E+1,
76.611328,2.400E+1,
76.660156,2.200E+1,
76.708984,2.100E+1,
76.757813,2.200E+1,
76.806641,2.300E+1,
76.855469,2.300E+1,
76.90430,1.900E+1,
76.953125,2.700E+1,
77.001953,2.300E+1,
77.050781,1.700E+1,
77.099609,1.700E+1,
77.148438,3.100E+1,
77.197266,1.000E+1,
77.246094,1.400E+1,
77.294922,2.500E+1,
77.343750,2.800E+1,
77.392578,1.800E+1,
77.441406,3.000E+1,
77.490234,1.500E+1,
77.539063,1.300E+1,
77.587891,1.700E+1,
77.636719,2.800E+1,
77.685547,2.000E+1,
77.734375,2.400E+1,
77.78320,2.100E+1,
77.832031,2.700E+1,
77.880859,1.600E+1,
77.929688,1.800E+1,
77.978516,2.300E+1,
78.027344,2.000E+1,
78.076172,2.700E+1,
78.1250,2.400E+1,
78.173828,1.700E+1,
78.222656,2.300E+1,
78.271484,2.400E+1,
78.320313,1.400E+1,
78.369141,2.000E+1,
78.417969,9.000E+0,
78.46680,2.400E+1,
78.515625,1.500E+1,
78.564453,2.900E+1,
78.613281,1.900E+1,
78.662109,2.000E+1,
78.710938,2.000E+1,
78.759766,2.200E+1,
78.808594,2.100E+1,
78.857422,2.400E+1,
78.906250,2.100E+1,
78.955078,1.800E+1,
79.003906,2.200E+1,
79.052734,1.700E+1,
79.101563,2.200E+1,
79.150391,2.000E+1,
79.199219,1.700E+1,
79.248047,1.600E+1,
79.296875,1.600E+1,
79.34570,2.500E+1,
79.394531,1.700E+1,
79.443359,2.100E+1,
79.492188,1.400E+1,
79.541016,1.900E+1,
79.589844,1.100E+1,
79.638672,1.700E+1,
79.68750,1.700E+1,
79.736328,1.700E+1,
79.785156,2.400E+1,
79.833984,1.800E+1,
79.882813,1.900E+1,
79.931641,2.100E+1,
79.980469,2.800E+1,
80.02930,2.300E+1,
80.078125,2.200E+1,
80.126953,1.900E+1,
80.175781,1.900E+1,
80.224609,1.700E+1,
80.273438,2.000E+1,
80.322266,1.600E+1,
80.371094,2.000E+1,
80.419922,2.400E+1,
80.468750,2.100E+1,
80.517578,2.000E+1,
80.566406,1.400E+1,
80.615234,1.500E+1,
80.664063,2.300E+1,
80.712891,1.700E+1,
80.761719,1.500E+1,
80.810547,2.100E+1,
80.859375,2.500E+1,
80.90820,1.900E+1,
80.957031,2.300E+1,
81.005859,1.500E+1,
81.054688,2.000E+1,
81.103516,1.400E+1,
81.152344,2.800E+1,
81.201172,1.300E+1,
81.250,1.200E+1,
81.298828,1.800E+1,
81.347656,1.500E+1,
81.396484,1.700E+1,
81.445313,1.300E+1,
81.494141,1.800E+1,
81.542969,1.500E+1,
81.59180,1.900E+1,
81.640625,1.400E+1,
81.689453,1.300E+1,
81.738281,1.600E+1,
81.787109,1.200E+1,
81.835938,1.300E+1,
81.884766,3.100E+1,
81.933594,2.300E+1,
81.982422,2.000E+1,
82.031250,1.500E+1,
82.080078,1.300E+1,
82.128906,1.200E+1,
82.177734,2.000E+1,
82.226563,2.000E+1,
82.275391,2.100E+1,
82.324219,1.600E+1,
82.373047,1.000E+1,
82.421875,1.300E+1,
82.47070,1.200E+1,
82.519531,2.400E+1,
82.568359,2.100E+1,
82.617188,2.100E+1,
82.666016,1.700E+1,
82.714844,1.500E+1,
82.763672,2.400E+1,
82.81250,1.900E+1,
82.861328,1.300E+1,
82.910156,2.400E+1,
82.958984,2.200E+1,
83.007813,1.200E+1,
83.056641,2.300E+1,
83.105469,1.900E+1,
83.15430,2.900E+1,
83.203125,2.100E+1,
83.251953,2.000E+1,
83.300781,1.900E+1,
83.349609,1.500E+1,
83.398438,1.700E+1,
83.447266,2.300E+1,
83.496094,1.900E+1,
83.544922,2.000E+1,
83.593750,1.600E+1,
83.642578,2.500E+1,
83.691406,1.500E+1,
83.740234,2.000E+1,
83.789063,1.200E+1,
83.837891,1.400E+1,
83.886719,1.500E+1,
83.935547,1.500E+1,
83.984375,1.300E+1,
84.03320,1.800E+1,
84.082031,1.400E+1,
84.130859,1.300E+1,
84.179688,1.100E+1,
84.228516,2.400E+1,
84.277344,2.200E+1,
84.326172,2.300E+1,
84.3750,1.800E+1,
84.423828,1.100E+1,
84.472656,1.300E+1,
84.521484,2.500E+1,
84.570313,2.000E+1,
84.619141,2.300E+1,
84.667969,1.200E+1,
84.71680,1.200E+1,
84.765625,2.000E+1,
84.814453,1.200E+1,
84.863281,1.700E+1,
84.912109,1.700E+1,
84.960938,1.500E+1,
85.009766,2.600E+1,
85.058594,1.600E+1,
85.107422,1.700E+1,
85.156250,1.600E+1,
85.205078,1.700E+1,
85.253906,1.400E+1,
85.302734,1.500E+1,
85.351563,1.800E+1,
85.400391,1.600E+1,
85.449219,1.200E+1,
85.498047,2.100E+1,
85.546875,1.400E+1,
85.59570,1.600E+1,
85.644531,1.700E+1,
85.693359,1.500E+1,
85.742188,1.600E+1,
85.791016,1.700E+1,
85.839844,1.500E+1,
85.888672,1.200E+1,
85.93750,1.400E+1,
85.986328,2.000E+1,
86.035156,2.600E+1,
86.083984,1.600E+1,
86.132813,1.400E+1,
86.181641,2.500E+1,
86.230469,1.400E+1,
86.27930,1.500E+1,
86.328125,1.000E+1,
86.376953,1.000E+1,
86.425781,2.200E+1,
86.474609,1.300E+1,
86.523438,1.900E+1,
86.572266,2.000E+1,
86.621094,1.100E+1,
86.669922,1.100E+1,
86.718750,1.600E+1,
86.767578,1.900E+1,
86.816406,2.300E+1,
86.865234,1.600E+1,
86.914063,1.300E+1,
86.962891,1.600E+1,
87.011719,2.100E+1,
87.060547,1.400E+1,
87.109375,1.800E+1,
87.15820,1.200E+1,
87.207031,2.400E+1,
87.255859,1.800E+1,
87.304688,1.700E+1,
87.353516,2.100E+1,
87.402344,2.200E+1,
87.451172,1.800E+1,
87.50,1.500E+1,
87.548828,1.300E+1,
87.597656,1.600E+1,
87.646484,1.200E+1,
87.695313,1.900E+1,
87.744141,2.700E+1,
87.792969,1.100E+1,
87.84180,1.400E+1,
87.890625,1.300E+1,
87.939453,1.700E+1,
87.988281,1.700E+1,
88.037109,1.200E+1,
88.085938,1.600E+1,
88.134766,2.100E+1,
88.183594,1.700E+1,
88.232422,2.000E+1,
88.281250,1.900E+1,
88.330078,1.500E+1,
88.378906,1.000E+1,
88.427734,1.700E+1,
88.476563,1.800E+1,
88.525391,1.400E+1,
88.574219,1.300E+1,
88.623047,1.400E+1,
88.671875,1.300E+1,
88.72070,1.400E+1,
88.769531,1.800E+1,
88.818359,8.000E+0,
88.867188,1.300E+1,
88.916016,1.600E+1,
88.964844,1.100E+1,
89.013672,1.000E+1,
89.06250,1.800E+1,
89.111328,1.800E+1,
89.160156,1.400E+1,
89.208984,1.700E+1,
89.257813,2.000E+1,
89.306641,1.900E+1,
89.355469,1.400E+1,
89.40430,1.500E+1,
89.453125,1.800E+1,
89.501953,2.400E+1,
89.550781,1.300E+1,
89.599609,1.700E+1,
89.648438,1.200E+1,
89.697266,8.000E+0,
89.746094,1.500E+1,
89.794922,9.000E+0,
89.843750,1.600E+1,
89.892578,1.000E+1,
89.941406,1.300E+1,
89.990234,1.700E+1,
90.039063,1.500E+1,
90.087891,1.600E+1,
90.136719,2.200E+1,
90.185547,1.100E+1,
90.234375,2.000E+1,
90.28320,1.400E+1,
90.332031,1.200E+1,
90.380859,1.500E+1,
90.429688,2.000E+1,
90.478516,1.400E+1,
90.527344,1.600E+1,
90.576172,1.000E+1,
90.6250,1.100E+1,
90.673828,1.000E+1,
90.722656,1.700E+1,
90.771484,1.600E+1,
90.820313,1.700E+1,
90.869141,8.000E+0,
90.917969,2.300E+1,
90.96680,1.000E+1,
91.015625,1.300E+1,
91.064453,1.400E+1,
91.113281,1.400E+1,
91.162109,8.000E+0,
91.210938,1.800E+1,
91.259766,1.100E+1,
91.308594,1.300E+1,
91.357422,1.700E+1,
91.406250,1.900E+1,
91.455078,1.800E+1,
91.503906,2.100E+1,
91.552734,1.100E+1,
91.601563,1.100E+1,
91.650391,1.100E+1,
91.699219,1.500E+1,
91.748047,1.600E+1,
91.796875,2.100E+1,
91.84570,1.400E+1,
91.894531,1.400E+1,
91.943359,1.100E+1,
91.992188,1.400E+1,
92.041016,1.100E+1,
92.089844,1.700E+1,
92.138672,1.400E+1,
92.18750,2.000E+1,
92.236328,1.600E+1,
92.285156,1.300E+1,
92.333984,2.000E+1,
92.382813,1.800E+1,
92.431641,1.200E+1,
92.480469,1.600E+1,
92.52930,8.000E+0,
92.578125,2.000E+1,
92.626953,1.500E+1,
92.675781,1.000E+1,
92.724609,1.500E+1,
92.773438,1.300E+1,
92.822266,1.400E+1,
92.871094,1.500E+1,
92.919922,1.600E+1,
92.968750,2.000E+1,
93.017578,9.000E+0,
93.066406,1.000E+1,
93.115234,1.700E+1,
93.164063,8.000E+0,
93.212891,1.300E+1,
93.261719,1.000E+1,
93.310547,1.300E+1,
93.359375,1.200E+1,
93.40820,1.700E+1,
93.457031,1.900E+1,
93.505859,1.200E+1,
93.554688,1.100E+1,
93.603516,1.200E+1,
93.652344,1.100E+1,
93.701172,1.300E+1,
93.750,1.000E+1,
93.798828,1.100E+1,
93.847656,1.800E+1,
93.896484,1.000E+1,
93.945313,1.800E+1,
93.994141,1.700E+1,
94.042969,1.200E+1,
94.09180,1.300E+1,
94.140625,1.100E+1,
94.189453,8.000E+0,
94.238281,1.100E+1,
94.287109,1.200E+1,
94.335938,1.500E+1,
94.384766,1.400E+1,
94.433594,1.200E+1,
94.482422,1.500E+1,
94.531250,1.200E+1,
94.580078,1.400E+1,
94.628906,9.000E+0,
94.677734,1.500E+1,
94.726563,1.700E+1,
94.775391,1.200E+1,
94.824219,1.300E+1,
94.873047,1.300E+1,
94.921875,1.600E+1,
94.97070,9.000E+0,
95.019531,1.100E+1,
95.068359,1.400E+1,
95.117188,1.400E+1,
95.166016,1.500E+1,
95.214844,1.300E+1,
95.263672,1.200E+1,
95.31250,1.200E+1,
95.361328,1.100E+1,
95.410156,1.000E+1,
95.458984,1.200E+1,
95.507813,1.000E+1,
95.556641,1.200E+1,
95.605469,1.800E+1,
95.65430,1.600E+1,
95.703125,1.000E+1,
95.751953,1.100E+1,
95.800781,1.600E+1,
95.849609,1.000E+1,
95.898438,7.000E+0,
95.947266,1.400E+1,
95.996094,1.600E+1,
96.044922,1.100E+1,
96.093750,1.000E+1,
96.142578,1.000E+1,
96.191406,1.300E+1,
96.240234,1.300E+1,
96.289063,1.500E+1,
96.337891,1.400E+1,
96.386719,1.200E+1,
96.435547,1.600E+1,
96.484375,1.700E+1,
96.53320,1.500E+1,
96.582031,1.600E+1,
96.630859,1.000E+1,
96.679688,1.000E+1,
96.728516,8.000E+0,
96.777344,9.000E+0,
96.826172,1.100E+1,
96.8750,1.500E+1,
96.923828,1.200E+1,
96.972656,1.000E+1,
97.021484,2.000E+1,
97.070313,1.400E+1,
97.119141,1.400E+1,
97.167969,1.300E+1,
97.21680,1.200E+1,
97.265625,1.300E+1,
97.314453,1.000E+1,
97.363281,1.200E+1,
97.412109,1.000E+1,
97.460938,1.000E+1,
97.509766,1.100E+1,
97.558594,1.000E+1,
97.607422,1.500E+1,
97.656250,1.000E+1,
97.705078,1.400E+1,
97.753906,1.600E+1,
97.802734,1.000E+1,
97.851563,1.700E+1,
97.900391,1.400E+1,
97.949219,6.000E+0,
97.998047,1.600E+1,
98.046875,1.100E+1,
98.09570,1.000E+1,
98.144531,1.600E+1,
98.193359,7.000E+0,
98.242188,1.300E+1,
98.291016,8.000E+0,
98.339844,7.000E+0,
98.388672,1.600E+1,
98.43750,9.000E+0,
98.486328,1.300E+1,
98.535156,1.200E+1,
98.583984,8.000E+0,
98.632813,6.000E+0,
98.681641,1.900E+1,
98.730469,1.000E+1,
98.77930,1.000E+1,
98.828125,9.000E+0,
98.876953,1.400E+1,
98.925781,1.400E+1,
98.974609,1.400E+1,
99.023438,1.700E+1,
99.072266,1.100E+1,
99.121094,1.200E+1,
99.169922,1.000E+1,
99.218750,1.000E+1,
99.267578,1.400E+1,
99.316406,1.000E+1,
99.365234,1.100E+1,
99.414063,1.000E+1,
99.462891,8.000E+0,
99.511719,1.200E+1,
99.560547,1.400E+1,
99.609375,1.100E+1,
99.65820,6.000E+0,
99.707031,9.000E+0,
99.755859,8.000E+0,
99.804688,1.900E+1,
99.853516,1.000E+1,
99.902344,1.000E+1,
99.951172,1.100E+1,
100.00,8.000E+0,
100.048830,1.400E+1,
100.097660,8.000E+0,
100.146480,1.500E+1,
100.195310,1.000E+1,
100.244140,6.000E+0,
100.29300,1.600E+1,
100.341800,1.000E+1,
100.390630,1.100E+1,
100.439450,1.300E+1,
100.488280,1.200E+1,
100.537110,1.100E+1,
100.585940,9.000E+0,
100.634770,1.500E+1,
100.683590,1.400E+1,
100.732420,1.500E+1,
100.781250,9.000E+0,
100.830080,1.300E+1,
100.878910,1.700E+1,
100.927730,1.500E+1,
100.976560,1.100E+1,
101.025390,1.000E+1,
101.074220,1.700E+1,
101.12300,1.100E+1,
101.171880,9.000E+0,
101.220700,9.000E+0,
101.269530,1.400E+1,
101.318360,1.100E+1,
101.367190,1.600E+1,
101.41600,1.100E+1,
101.464840,1.000E+1,
101.513670,7.000E+0,
101.562500,1.200E+1,
101.611330,9.000E+0,
101.660160,1.000E+1,
101.70900,8.000E+0,
101.757810,8.000E+0,
101.806640,7.000E+0,
101.855470,1.100E+1,
101.904300,8.000E+0,
101.953130,8.000E+0,
102.00200,1.900E+1,
102.050780,2.100E+1,
102.099610,1.500E+1,
102.148440,7.000E+0,
102.197270,6.000E+0,
102.246090,1.300E+1,
102.294920,7.000E+0,
102.343750,1.200E+1,
102.392580,1.300E+1,
102.441410,1.100E+1,
102.490230,7.000E+0,
102.539060,1.600E+1,
102.587890,1.100E+1,
102.636720,1.000E+1,
102.685550,9.000E+0,
102.734380,9.000E+0,
102.783200,1.200E+1,
102.83200,1.000E+1,
102.880860,1.600E+1,
102.929690,1.200E+1,
102.978520,1.200E+1,
103.027340,9.000E+0,
103.076170,8.000E+0,
103.12500,1.000E+1,
103.173830,1.000E+1,
103.222660,1.200E+1,
103.271480,1.200E+1,
103.320310,1.200E+1,
103.369140,5.000E+0,
103.41800,1.300E+1,
103.466800,1.600E+1,
103.515630,9.000E+0,
103.564450,1.000E+1,
103.613280,5.000E+0,
103.662110,1.600E+1,
103.710940,1.600E+1,
103.759770,5.000E+0,
103.808590,8.000E+0,
103.857420,6.000E+0,
103.906250,1.100E+1,
103.955080,5.000E+0,
104.003910,9.000E+0,
104.052730,1.000E+1,
104.101560,6.000E+0,
104.150390,7.000E+0,
104.199220,7.000E+0,
104.24800,7.000E+0,
104.296880,1.500E+1,
104.345700,5.000E+0,
104.394530,9.000E+0,
104.443360,1.100E+1,
104.492190,1.000E+1,
104.54100,7.000E+0,
104.589840,1.200E+1,
104.638670,1.000E+1,
104.687500,1.300E+1,
104.736330,1.100E+1,
