-754.7619	-6.14235E-5
-744.7619	-1.66235E-5
-734.7619	-9.08347E-6
-724.7619	2.17265E-5
-714.7619	-7.14135E-5
-704.7619	6.82165E-5
-694.7619	-1.16773E-4
-684.7619	-3.93935E-5
-674.7619	-8.61135E-5
-664.7619	-5.77347E-6
-654.7619	-1.85703E-4
-644.7619	5.24765E-5
-634.7619	1.79465E-5
-624.7619	-7.66035E-5
-614.7619	-1.84735E-5
-604.7619	-6.52635E-5
-594.7619	-8.94835E-5
-584.7619	-5.12535E-5
-574.7619	2.28865E-5
-564.7619	-1.31373E-4
-554.7619	-4.52635E-5
-544.7619	-2.20635E-5
-534.7619	-2.39735E-5
-524.7619	-2.86335E-5
-514.7619	-8.64635E-5
-504.7619	-2.14535E-5
-494.7619	-2.69235E-5
-484.7619	-6.38235E-5
-474.7619	-6.19935E-5
-464.7619	2.22365E-5
-454.7619	-6.80835E-5
-444.7619	-7.88735E-5
-434.7619	2.60065E-5
-424.7619	-1.24535E-5
-414.7619	1.10965E-5
-404.7619	6.79653E-6
-394.7619	-2.73235E-5
-384.7619	-6.27347E-6
-374.7619	2.02065E-5
-364.7619	-4.65935E-5
-354.7619	-4.61435E-5
-344.7619	-2.47235E-5
-334.7619	1.88765E-5
-324.7619	8.86528E-7
-314.7619	-1.55035E-5
-304.7619	2.17965E-5
-294.7619	-2.66035E-5
-284.7619	-8.32335E-5
-274.7619	-6.33735E-5
-264.7619	4.53653E-6
-254.7619	1.90265E-5
-244.7619	-4.32135E-5
-234.7619	-5.98635E-5
-224.7619	-1.10993E-4
-214.7619	2.48965E-5
-204.7619	-8.59035E-5
-194.7619	-1.96283E-4
-184.7619	-1.42633E-4
-174.7619	-2.97043E-4
-164.7619	-4.07483E-4
-154.7619	-3.70573E-4
-144.7619	-5.39323E-4
-134.7619	-6.06923E-4
-124.7619	-8.98123E-4
-114.7619	-0.00117
-104.7619	-0.00151
-94.7619	-0.00204
-84.7619	-0.00262
-74.7619	-0.00325
-64.7619	-0.0038
-54.7619	-0.00476
-44.7619	-0.00588
-34.7619	-0.00748
-24.7619	-0.00958
-14.7619	-0.0125
-4.7619	-0.0162
5.2381	-0.01983
15.2381	-0.0225
25.2381	-0.02427
35.2381	-0.02577
45.2381	-0.02674
55.2381	-0.0273
65.2381	-0.02795
75.2381	-0.02796
85.2381	-0.02795
95.2381	-0.02775
105.2381	-0.02779
115.2381	-0.02798
125.2381	-0.02816
135.2381	-0.02823
145.2381	-0.02863
155.2381	-0.02896
165.2381	-0.02942
175.2381	-0.02961
185.2381	-0.0297
195.2381	-0.02983
205.2381	-0.02975
215.2381	-0.02965
225.2381	-0.0295
235.2381	-0.02932
245.2381	-0.02905
255.2381	-0.0287
265.2381	-0.02853
275.2381	-0.02861
285.2381	-0.02855
295.2381	-0.02855
305.2381	-0.02892
315.2381	-0.02926
325.2381	-0.02955
335.2381	-0.0298
345.2381	-0.02982
355.2381	-0.02974
365.2381	-0.02952
375.2381	-0.02937
385.2381	-0.0291
395.2381	-0.02891
405.2381	-0.02866
415.2381	-0.0284
425.2381	-0.02809
435.2381	-0.02807
445.2381	-0.02809
455.2381	-0.028
465.2381	-0.02832
475.2381	-0.02838
485.2381	-0.02856
495.2381	-0.02872
505.2381	-0.02878
515.2381	-0.02887
525.2381	-0.02856
535.2381	-0.02817
545.2381	-0.02793
555.2381	-0.0279
565.2381	-0.02787
575.2381	-0.0278
585.2381	-0.0276
595.2381	-0.02738
605.2381	-0.02773
615.2381	-0.02765
625.2381	-0.02791
635.2381	-0.02789
645.2381	-0.02807
655.2381	-0.02819
665.2381	-0.02835
675.2381	-0.02829
685.2381	-0.02839
695.2381	-0.02813
705.2381	-0.02785
715.2381	-0.02769
725.2381	-0.0275
735.2381	-0.02725
745.2381	-0.0271
755.2381	-0.02692
765.2381	-0.0272
775.2381	-0.02713
785.2381	-0.02729
795.2381	-0.02759
805.2381	-0.02777
815.2381	-0.02814
825.2381	-0.02799
835.2381	-0.02788
845.2381	-0.02782
855.2381	-0.02767
865.2381	-0.02764
875.2381	-0.0276
885.2381	-0.02727
895.2381	-0.02708
905.2381	-0.02706
915.2381	-0.02673
925.2381	-0.02659
935.2381	-0.02671
945.2381	-0.02695
955.2381	-0.02705
965.2381	-0.02731
975.2381	-0.02751
985.2381	-0.02745
995.2381	-0.02758
1005.2381	-0.02783
1015.2381	-0.02781
1025.2381	-0.02757
1035.2381	-0.02753
1045.2381	-0.02707
1055.2381	-0.02691
1065.2381	-0.02682
1075.2381	-0.02686
1085.2381	-0.0268
1095.2381	-0.02681
1105.2381	-0.02695
1115.2381	-0.02727
1125.2381	-0.02757
1135.2381	-0.02751
1145.2381	-0.0277
1155.2381	-0.02761
1165.2381	-0.02755
1175.2381	-0.02762
1185.2381	-0.0275
1195.2381	-0.02718
1205.2381	-0.02694
1215.2381	-0.02683
1225.2381	-0.02697
1235.2381	-0.0267
1245.2381	-0.02698
1255.2381	-0.02689
1265.2381	-0.02682
1275.2381	-0.02708
1285.2381	-0.02726
1295.2381	-0.02727
1305.2381	-0.0276
1315.2381	-0.02735
1325.2381	-0.02723
1335.2381	-0.02747
1345.2381	-0.02741
1355.2381	-0.02737
1365.2381	-0.02723
1375.2381	-0.02688
1385.2381	-0.02689
1395.2381	-0.02686
1405.2381	-0.02677
1415.2381	-0.02668
1425.2381	-0.02699
1435.2381	-0.02712
1445.2381	-0.02707
1455.2381	-0.02726
1465.2381	-0.02754
1475.2381	-0.02762
1485.2381	-0.02761
1495.2381	-0.02734
1505.2381	-0.02713
1515.2381	-0.02701
1525.2381	-0.02707
1535.2381	-0.02708
1545.2381	-0.02669
1555.2381	-0.02648
1565.2381	-0.02657
1575.2381	-0.0267
1585.2381	-0.0268
1595.2381	-0.02684
1605.2381	-0.02712
1615.2381	-0.02747
1625.2381	-0.02754
1635.2381	-0.02762
1645.2381	-0.0274
1655.2381	-0.02733
1665.2381	-0.02719
1675.2381	-0.02726
1685.2381	-0.02708
1695.2381	-0.02716
1705.2381	-0.02686
1715.2381	-0.02684
1725.2381	-0.02702
1735.2381	-0.02724
1745.2381	-0.02716
1755.2381	-0.02715
1765.2381	-0.02749
1775.2381	-0.02743
1785.2381	-0.0276
1795.2381	-0.02744
1805.2381	-0.02726
1815.2381	-0.02719
1825.2381	-0.0268
1835.2381	-0.02666
1845.2381	-0.0266
1855.2381	-0.02652
1865.2381	-0.02654
1875.2381	-0.02637
1885.2381	-0.0263
1895.2381	-0.02638
1905.2381	-0.02656
1915.2381	-0.02679
1925.2381	-0.02683
1935.2381	-0.02702
1945.2381	-0.02698
1955.2381	-0.0271
1965.2381	-0.02698
1975.2381	-0.02711
1985.2381	-0.02702
1995.2381	-0.02688
2005.2381	-0.02662
2015.2381	-0.02636
2025.2381	-0.02633
2035.2381	-0.0263
2045.2381	-0.02623
2055.2381	-0.02634
2065.2381	-0.0268
2075.2381	-0.02703
2085.2381	-0.02721
2095.2381	-0.02736
2105.2381	-0.02762
2115.2381	-0.02749
2125.2381	-0.02714
2135.2381	-0.02705
2145.2381	-0.02679
2155.2381	-0.02664
2165.2381	-0.0265
2175.2381	-0.02656
2185.2381	-0.02643
2195.2381	-0.02621
2205.2381	-0.02621
2215.2381	-0.02628
2225.2381	-0.02628
2235.2381	-0.02649
2245.2381	-0.02677
2255.2381	-0.02685
2265.2381	-0.02684
2275.2381	-0.02696
2285.2381	-0.0269
2295.2381	-0.02678
2305.2381	-0.02646
2315.2381	-0.02638
2325.2381	-0.02629
2335.2381	-0.02589
2345.2381	-0.02593
2355.2381	-0.0258
2365.2381	-0.02587
2375.2381	-0.026
2385.2381	-0.02594
2395.2381	-0.02609
2405.2381	-0.02623
2415.2381	-0.02633
2425.2381	-0.02642
2435.2381	-0.02648
2445.2381	-0.02671
2455.2381	-0.02647
2465.2381	-0.02638
2475.2381	-0.02614
2485.2381	-0.02592
2495.2381	-0.02563
2505.2381	-0.02569
2515.2381	-0.0256
2525.2381	-0.0256
2535.2381	-0.02562
2545.2381	-0.02561
2555.2381	-0.02588
2565.2381	-0.02606
2575.2381	-0.02624
2585.2381	-0.02634
2595.2381	-0.0263
2605.2381	-0.02628
2615.2381	-0.02595
2625.2381	-0.02602
2635.2381	-0.02586
2645.2381	-0.02559
2655.2381	-0.02553
2665.2381	-0.02538
2675.2381	-0.02549
2685.2381	-0.02521
2695.2381	-0.02537
2705.2381	-0.02557
2715.2381	-0.02557
2725.2381	-0.02547
2735.2381	-0.0256
2745.2381	-0.02587
2755.2381	-0.02609
2765.2381	-0.02599
2775.2381	-0.02588
2785.2381	-0.02593
2795.2381	-0.0258
2805.2381	-0.02576
2815.2381	-0.02572
2825.2381	-0.02559
2835.2381	-0.02555
2845.2381	-0.02556
2855.2381	-0.02552
2865.2381	-0.02548
2875.2381	-0.02561
2885.2381	-0.02558
2895.2381	-0.02572
2905.2381	-0.02576
2915.2381	-0.02586
2925.2381	-0.02581
2935.2381	-0.02585
2945.2381	-0.02595
2955.2381	-0.0257
2965.2381	-0.02565
2975.2381	-0.02559
2985.2381	-0.02529
2995.2381	-0.02536
3005.2381	-0.02533
3015.2381	-0.02522
3025.2381	-0.02526
3035.2381	-0.02534
3045.2381	-0.0255
3055.2381	-0.02559
3065.2381	-0.02562
3075.2381	-0.02574
3085.2381	-0.02557
3095.2381	-0.02543
3105.2381	-0.02557
3115.2381	-0.02533
3125.2381	-0.02532
3135.2381	-0.02509
3145.2381	-0.02526
3155.2381	-0.02537
3165.2381	-0.025
3175.2381	-0.02537
3185.2381	-0.02519
3195.2381	-0.02536
3205.2381	-0.0255
3215.2381	-0.02556
3225.2381	-0.0255
3235.2381	-0.02569
3245.2381	-0.02585
3255.2381	-0.02586
3265.2381	-0.0258
3275.2381	-0.02568
3285.2381	-0.02552
3295.2381	-0.02554
3305.2381	-0.0253
3315.2381	-0.02521
3325.2381	-0.02523
3335.2381	-0.02532
3345.2381	-0.02542
3355.2381	-0.02537
3365.2381	-0.02538
3375.2381	-0.02542
3385.2381	-0.02566
3395.2381	-0.02585
3405.2381	-0.02598
3415.2381	-0.02572
3425.2381	-0.02551
3435.2381	-0.02555
3445.2381	-0.02559
3455.2381	-0.0254
3465.2381	-0.02539
3475.2381	-0.02528
3485.2381	-0.02529
3495.2381	-0.02539
3505.2381	-0.02536
3515.2381	-0.02546
3525.2381	-0.02546
3535.2381	-0.02562
3545.2381	-0.02574
3555.2381	-0.02572
3565.2381	-0.02576
3575.2381	-0.02573
3585.2381	-0.02562
3595.2381	-0.02573
3605.2381	-0.02557
3615.2381	-0.02548
3625.2381	-0.02549
3635.2381	-0.02525
3645.2381	-0.0253
3655.2381	-0.02535
3665.2381	-0.02533
3675.2381	-0.02543
3685.2381	-0.02545
3695.2381	-0.02549
3705.2381	-0.02558
3715.2381	-0.02547
3725.2381	-0.02554
3735.2381	-0.02556
3745.2381	-0.02545
3755.2381	-0.02539
3765.2381	-0.02522
3775.2381	-0.02524
3785.2381	-0.02514
3795.2381	-0.02529
3805.2381	-0.02512
3815.2381	-0.02507
3825.2381	-0.02499
3835.2381	-0.02489
3845.2381	-0.02512
3855.2381	-0.02517
3865.2381	-0.02531
3875.2381	-0.02522
3885.2381	-0.02521
3895.2381	-0.02504
3905.2381	-0.02529
3915.2381	-0.02494
3925.2381	-0.02495
