Labels,Decay6,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,199.958850,
Step,0.048830,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,0.000E+0,
0.048830,0.000E+0,
0.097660,1.000E+0,
0.146490,0.000E+0,
0.195320,0.000E+0,
0.244150,0.000E+0,
0.292980,1.000E+0,
0.341810,0.000E+0,
0.390640,1.000E+0,
0.439470,1.000E+0,
0.48830,0.000E+0,
0.537130,0.000E+0,
0.585960,0.000E+0,
0.634790,1.000E+0,
0.683620,1.000E+0,
0.732450,0.000E+0,
0.781280,1.000E+0,
0.830110,0.000E+0,
0.878940,0.000E+0,
0.927770,0.000E+0,
0.97660,0.000E+0,
1.025430,0.000E+0,
1.074260,1.000E+0,
1.123090,0.000E+0,
1.171920,2.000E+0,
1.220750,0.000E+0,
1.269580,0.000E+0,
1.318410,0.000E+0,
1.367240,1.000E+0,
1.416070,2.000E+0,
1.46490,1.000E+0,
1.513730,1.000E+0,
1.562560,0.000E+0,
1.611390,1.000E+0,
1.660220,1.000E+0,
1.709050,0.000E+0,
1.757880,0.000E+0,
1.806710,1.000E+0,
1.855540,2.000E+0,
1.904370,4.000E+0,
1.95320,0.000E+0,
2.002030,0.000E+0,
2.050860,0.000E+0,
2.099690,1.000E+0,
2.148520,2.000E+0,
2.197350,0.000E+0,
2.246180,2.000E+0,
2.295010,0.000E+0,
2.343840,1.000E+0,
2.392670,0.000E+0,
2.44150,0.000E+0,
2.490330,0.000E+0,
2.539160,0.000E+0,
2.587990,1.000E+0,
2.636820,4.000E+0,
2.685650,0.000E+0,
2.734480,2.000E+0,
2.783310,2.000E+0,
2.832140,0.000E+0,
2.880970,1.000E+0,
2.92980,1.000E+0,
2.978630,0.000E+0,
3.027460,0.000E+0,
3.076290,1.000E+0,
3.125120,0.000E+0,
3.173950,0.000E+0,
3.222780,1.000E+0,
3.271610,1.000E+0,
3.320440,3.000E+0,
3.369270,1.000E+0,
3.41810,0.000E+0,
3.466930,0.000E+0,
3.515760,1.000E+0,
3.564590,0.000E+0,
3.613420,1.000E+0,
3.662250,1.000E+0,
3.711080,1.000E+0,
3.759910,0.000E+0,
3.808740,0.000E+0,
3.857570,1.000E+0,
3.90640,1.000E+0,
3.955230,2.000E+0,
4.004060,2.000E+0,
4.052890,2.000E+0,
4.101720,2.000E+0,
4.150550,5.000E+0,
4.199380,4.000E+0,
4.248210,2.000E+0,
4.297040,0.000E+0,
4.345870,0.000E+0,
4.39470,4.000E+0,
4.443530,2.000E+0,
4.492360,2.000E+0,
4.541190,1.000E+0,
4.590020,0.000E+0,
4.638850,2.000E+0,
4.687680,0.000E+0,
4.736510,0.000E+0,
4.785340,0.000E+0,
4.834170,0.000E+0,
4.8830,0.000E+0,
4.931830,0.000E+0,
4.980660,0.000E+0,
5.029490,1.000E+0,
5.078320,0.000E+0,
5.127150,1.000E+0,
5.175980,0.000E+0,
5.224810,0.000E+0,
5.273640,0.000E+0,
5.322470,0.000E+0,
5.37130,0.000E+0,
5.420130,3.000E+0,
5.468960,3.000E+0,
5.517790,1.000E+0,
5.566620,2.000E+0,
5.615450,3.000E+0,
5.664280,3.000E+0,
5.713110,2.000E+0,
5.761940,0.000E+0,
5.810770,0.000E+0,
5.85960,1.000E+0,
5.908430,0.000E+0,
5.957260,1.000E+0,
6.006090,1.000E+0,
6.054920,0.000E+0,
6.103750,0.000E+0,
6.152580,1.000E+0,
6.201410,0.000E+0,
6.250240,0.000E+0,
6.299070,1.000E+0,
6.34790,1.000E+0,
6.396730,0.000E+0,
6.445560,0.000E+0,
6.494390,0.000E+0,
6.543220,0.000E+0,
6.592050,0.000E+0,
6.640880,0.000E+0,
6.689710,0.000E+0,
6.738540,1.000E+0,
6.787370,0.000E+0,
6.83620,2.000E+0,
6.885030,0.000E+0,
6.933860,1.000E+0,
6.982690,0.000E+0,
7.031520,1.000E+0,
7.080350,1.000E+0,
7.129180,0.000E+0,
7.178010,0.000E+0,
7.226840,4.000E+0,
7.275670,1.000E+0,
7.32450,6.000E+0,
7.373330,2.000E+0,
7.422160,2.000E+0,
7.470990,4.000E+0,
7.519820,2.000E+0,
7.568650,2.000E+0,
7.617480,1.000E+0,
7.666310,1.000E+0,
7.715140,1.000E+0,
7.763970,2.000E+0,
7.81280,1.000E+0,
7.861630,0.000E+0,
7.910460,0.000E+0,
7.959290,1.000E+0,
8.008120,0.000E+0,
8.056950,0.000E+0,
8.105780,0.000E+0,
8.154610,0.000E+0,
8.203440,0.000E+0,
8.252270,0.000E+0,
8.30110,0.000E+0,
8.349930,0.000E+0,
8.398760,0.000E+0,
8.447590,0.000E+0,
8.496420,0.000E+0,
8.545250,0.000E+0,
8.594080,0.000E+0,
8.642910,0.000E+0,
8.691740,0.000E+0,
8.740570,2.000E+0,
8.78940,2.000E+0,
8.838230,2.000E+0,
8.887060,3.000E+0,
8.935890,2.000E+0,
8.984720,3.000E+0,
9.033550,2.000E+0,
9.082380,1.000E+0,
9.131210,1.000E+0,
9.180040,1.000E+0,
9.228870,3.000E+0,
9.27770,0.000E+0,
9.326530,1.000E+0,
9.375360,0.000E+0,
9.424190,1.000E+0,
9.473020,1.000E+0,
9.521850,2.000E+0,
9.570680,1.000E+0,
9.619510,0.000E+0,
9.668340,1.000E+0,
9.717170,0.000E+0,
9.7660,2.000E+0,
9.814830,1.000E+0,
9.863660,1.000E+0,
9.912490,1.000E+0,
9.961320,0.000E+0,
10.010150,0.000E+0,
10.058980,0.000E+0,
10.107810,0.000E+0,
10.156640,0.000E+0,
10.205470,0.000E+0,
10.25430,0.000E+0,
10.303130,1.000E+0,
10.351960,1.000E+0,
10.400790,0.000E+0,
10.449620,2.000E+0,
10.498450,0.000E+0,
10.547280,1.000E+0,
10.596110,1.000E+0,
10.644940,2.000E+0,
10.693770,1.000E+0,
10.74260,0.000E+0,
10.791430,2.000E+0,
10.840260,0.000E+0,
10.889090,1.000E+0,
10.937920,0.000E+0,
10.986750,4.000E+0,
11.035580,0.000E+0,
11.084410,0.000E+0,
11.133240,2.000E+0,
11.182070,0.000E+0,
11.23090,0.000E+0,
11.279730,0.000E+0,
11.328560,1.000E+0,
11.377390,0.000E+0,
11.426220,1.000E+0,
11.475050,4.000E+0,
11.523880,4.000E+0,
11.572710,5.000E+0,
11.621540,8.000E+0,
11.670370,7.000E+0,
11.71920,1.200E+1,
11.768030,2.000E+1,
11.816860,3.100E+1,
11.865690,2.000E+1,
11.914520,2.100E+1,
11.963350,1.700E+1,
12.012180,1.400E+1,
12.061010,1.200E+1,
12.109840,9.000E+0,
12.158670,1.800E+1,
12.20750,1.500E+1,
12.256330,3.000E+1,
12.305160,5.400E+1,
12.353990,7.400E+1,
12.402820,1.360E+2,
12.451650,2.360E+2,
12.500480,3.650E+2,
12.549310,5.100E+2,
12.598140,7.510E+2,
12.646970,1.480E+3,
12.69580,2.944E+3,
12.744630,5.576E+3,
12.793460,8.542E+3,
12.842290,1.000E+4,
12.891120,9.046E+3,
12.939950,7.344E+3,
12.988780,5.438E+3,
13.037610,4.559E+3,
13.086440,4.165E+3,
13.135270,4.067E+3,
13.18410,3.776E+3,
13.232930,3.181E+3,
13.281760,2.536E+3,
13.330590,1.817E+3,
13.379420,1.536E+3,
13.428250,1.238E+3,
13.477080,1.146E+3,
13.525910,9.450E+2,
13.574740,8.330E+2,
13.623570,7.150E+2,
13.67240,6.640E+2,
13.721230,5.630E+2,
13.770060,4.880E+2,
13.818890,4.420E+2,
13.867720,4.130E+2,
13.916550,3.370E+2,
13.965380,2.400E+2,
14.014210,2.390E+2,
14.063040,1.850E+2,
14.111870,1.590E+2,
14.16070,1.620E+2,
14.209530,1.130E+2,
14.258360,9.600E+1,
14.307190,8.300E+1,
14.356020,5.000E+1,
14.404850,7.200E+1,
14.453680,6.000E+1,
14.502510,4.900E+1,
14.551340,3.900E+1,
14.600170,3.000E+1,
14.6490,3.700E+1,
14.697830,3.500E+1,
14.746660,2.700E+1,
14.795490,1.700E+1,
14.844320,2.300E+1,
14.893150,1.800E+1,
14.941980,2.400E+1,
14.990810,1.600E+1,
15.039640,1.300E+1,
15.088470,7.000E+0,
15.13730,1.000E+1,
15.186130,1.200E+1,
15.234960,1.500E+1,
15.283790,1.000E+1,
15.332620,5.000E+0,
15.381450,1.100E+1,
15.430280,4.000E+0,
15.479110,1.000E+0,
15.527940,9.000E+0,
15.576770,5.000E+0,
15.62560,4.000E+0,
15.674430,7.000E+0,
15.723260,8.000E+0,
15.772090,3.000E+0,
15.820920,8.000E+0,
15.869750,2.000E+0,
15.918580,6.000E+0,
15.967410,4.000E+0,
16.016240,6.000E+0,
16.065070,5.000E+0,
16.11390,6.000E+0,
16.162730,4.000E+0,
16.211560,6.000E+0,
16.260390,4.000E+0,
16.309220,7.000E+0,
16.358050,7.000E+0,
16.406880,1.000E+0,
16.455710,5.000E+0,
16.504540,4.000E+0,
16.553370,3.000E+0,
16.60220,7.000E+0,
16.651030,7.000E+0,
16.699860,2.000E+0,
16.748690,5.000E+0,
16.797520,6.000E+0,
16.846350,8.000E+0,
16.895180,3.000E+0,
16.944010,3.000E+0,
16.992840,5.000E+0,
17.041670,6.000E+0,
17.09050,3.000E+0,
17.139330,3.000E+0,
17.188160,1.000E+0,
17.236990,1.000E+0,
17.285820,2.000E+0,
17.334650,2.000E+0,
